domain,size,distribution,strategy,covariate,antithetic,samples,repeats,mean_l2_error,std_l2_error,ci95_low,ci95_high
sorting,n=5,Cauchy,RQMC-cartesian,none,False,1024,64,0.07752542800231971,0.006053827898532834,0.07601322678643455,0.07903762921820487
sorting,n=5,Cauchy,RQMC-cartesian,f(x),False,1024,64,0.08356953185265684,0.00957730064946256,0.08117719333069043,0.08596187037462324
sorting,n=5,Cauchy,RQMC-cartesian,LOO,False,1024,64,0.07447264421504468,0.005954901425675405,0.07298515409683946,0.0759601343332499
sorting,n=5,Laplace,MC,none,False,1024,64,0.154040564751648,0.014110877112396268,0.15051577252361933,0.1575653569796767
sorting,n=5,Laplace,MC,f(x),False,1024,64,0.18252236979055797,0.02917314411184534,0.17523513521162037,0.18980960436949557
sorting,n=5,Laplace,MC,LOO,False,1024,64,0.1342690553472441,0.01162077152041251,0.13136627298916775,0.13717183770532043
sorting,n=5,Laplace,MC,none,True,1024,64,0.14412110007472267,0.013103848265324422,0.14084785616826795,0.1473943439811774
sorting,n=5,Laplace,MC,f(x),True,1024,64,0.14412110007472267,0.013103848265324422,0.14084785616826795,0.1473943439811774
sorting,n=5,Laplace,MC,LOO,True,1024,64,0.14427344003946763,0.013139689633388789,0.1409912432256501,0.14755563685328515
sorting,n=5,Laplace,QMC-latin,none,False,1024,64,0.12778727702418366,0.011924838181924463,0.12480854107394129,0.13076601297442603
sorting,n=5,Laplace,QMC-latin,f(x),False,1024,64,0.12778727702418366,0.011924838181924463,0.12480854107394129,0.13076601297442603
sorting,n=5,Laplace,QMC-latin,LOO,False,1024,64,0.12791517683210313,0.011949500842626262,0.1249302803325149,0.13090007333169135
sorting,n=5,Laplace,QMC-latin,none,True,1024,64,0.13584857729433755,0.016418863543687847,0.13174726720915414,0.13994988737952097
sorting,n=5,Laplace,QMC-latin,f(x),True,1024,64,0.13584857729433755,0.016418863543687847,0.13174726720915414,0.13994988737952097
sorting,n=5,Laplace,QMC-latin,LOO,True,1024,64,0.13597676726079108,0.016447785410275004,0.13186823270828688,0.1400853018132953
sorting,n=5,Laplace,RQMC-latin,none,False,1024,64,0.12525502904809813,0.011982668811150269,0.12226184743648308,0.12824821065971317
sorting,n=5,Laplace,RQMC-latin,f(x),False,1024,64,0.12525502904809813,0.011982668811150269,0.12226184743648308,0.12824821065971317
sorting,n=5,Laplace,RQMC-latin,LOO,False,1024,64,0.12536888027178128,0.012000000420539678,0.12237136935295248,0.12836639119061008
sorting,n=5,Laplace,RQMC-latin,none,True,1024,64,0.13480465043936124,0.014287794719785706,0.13123566550789104,0.13837363537083144
sorting,n=5,Laplace,RQMC-latin,f(x),True,1024,64,0.13480465043936124,0.014287794719785706,0.13123566550789104,0.13837363537083144
sorting,n=5,Laplace,RQMC-latin,LOO,True,1024,64,0.13494365535984235,0.01429014214155974,0.13137408405985948,0.1385132266598252
sorting,n=5,Laplace,RQMC-cartesian,none,False,1024,64,0.0953225407381884,0.0073654369824782484,0.09348270932125491,0.09716237215512188
sorting,n=5,Laplace,RQMC-cartesian,f(x),False,1024,64,0.0953225407381884,0.0073654369824782484,0.09348270932125491,0.09716237215512188
sorting,n=5,Laplace,RQMC-cartesian,LOO,False,1024,64,0.09542132871453794,0.0073777612742494374,0.09357841878111643,0.09726423864795945
sorting,n=5,Triangular,MC,none,False,1024,64,0.6322307169111336,0.8172797709021482,0.42808030431415545,0.8363811295081118
sorting,n=5,Triangular,MC,f(x),False,1024,64,0.6635088759871947,0.9041316123394592,0.4376635188981213,0.889354233076268
sorting,n=5,Triangular,MC,LOO,False,1024,64,0.5286181767324737,0.7057329639270353,0.3523313274813834,0.704905025983564
sorting,n=5,Triangular,MC,none,True,1024,64,0.6217058082429395,1.2102206826179518,0.3194016763088671,0.9240099401770119
sorting,n=5,Triangular,MC,f(x),True,1024,64,0.6217058082429394,1.2102206826179518,0.319401676308867,0.9240099401770119
sorting,n=5,Triangular,MC,LOO,True,1024,64,0.6221465341216375,1.2115448027847355,0.31951164681100835,0.9247814214322665
sorting,n=5,Triangular,QMC-latin,none,False,1024,64,0.3252515168162211,0.034701257953001,0.3165834004857271,0.33391963314671513
sorting,n=5,Triangular,QMC-latin,f(x),False,1024,64,0.3252515168162211,0.034701257953001,0.3165834004857271,0.33391963314671513
sorting,n=5,Triangular,QMC-latin,LOO,False,1024,64,0.32524880308720217,0.03472685677955139,0.31657429236009105,0.3339233138143133
sorting,n=5,Triangular,QMC-latin,none,True,1024,64,0.33000795133946464,0.04168773661187417,0.31959466456478536,0.34042123811414393
sorting,n=5,Triangular,QMC-latin,f(x),True,1024,64,0.3300079513394646,0.04168773661187418,0.3195946645647853,0.3404212381141439
sorting,n=5,Triangular,QMC-latin,LOO,True,1024,64,0.3298975841010453,0.0417356935415204,0.3194723180417651,0.3403228501603255
sorting,n=5,Triangular,RQMC-latin,none,False,1024,64,0.3912669971358446,0.1184333460550542,0.3616832275098192,0.42085076676187005
sorting,n=5,Triangular,RQMC-latin,f(x),False,1024,64,0.3939277400254982,0.13919662551411827,0.35915745750713074,0.42869802254386563
sorting,n=5,Triangular,RQMC-latin,LOO,False,1024,64,0.379305626529573,0.09981670483948102,0.35437215551687784,0.40423909754226817
sorting,n=5,Triangular,RQMC-latin,none,True,1024,64,0.45237259017366294,0.2160258731211859,0.3984109326122245,0.5063342477351014
sorting,n=5,Triangular,RQMC-latin,f(x),True,1024,64,0.4523725901736629,0.21602587312118673,0.39841093261222427,0.5063342477351015
sorting,n=5,Triangular,RQMC-latin,LOO,True,1024,64,0.45282272114453415,0.21633758130730668,0.39878320119487565,0.5068622410941926
sorting,n=5,Triangular,RQMC-cartesian,none,False,1024,64,0.4271517908591877,0.10942705300797122,0.3998177262998883,0.4544858554184871
sorting,n=5,Triangular,RQMC-cartesian,f(x),False,1024,64,0.45557879317343386,0.1463551314600451,0.41902036907311374,0.492137217273754
sorting,n=5,Triangular,RQMC-cartesian,LOO,False,1024,64,0.37753607136813916,0.09678125993727264,0.3533608319320279,0.40171131080425043
shortest_path,8x8,Gaussian,MC,none,False,1024,24,7.380863836276165,0.3612435114723161,7.228324079491429,7.533403593060902
shortest_path,8x8,Gaussian,MC,f(x),False,1024,24,5.407166357556226,0.3093752331448798,5.276528653845504,5.5378040612669475
shortest_path,8x8,Gaussian,MC,LOO,False,1024,24,4.209269291404122,0.2747253925914449,4.093262932154396,4.325275650653849
shortest_path,8x8,Gaussian,MC,none,True,1024,24,5.14464658724268,0.33381635881641925,5.00368830130119,5.2856048731841705
